Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After,Country Code,Continent
http://austinc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://colson.edu.mx,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,mx,North America
http://ceip.edu.uy,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,uy,Unknown
https://zewailcity.edu.eg,Non-Compliant - No Consent Mechanism,No Granular Options Found,66,66,eg,Africa
https://upnfm.edu.hn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,68,68,hn,Unknown
http://thpt-lequidon-bentre.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
https://vnuf.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,72,72,vn,Unknown
https://fup.edu.co,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,70,70,co,South America
http://thk.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tr,Unknown
https://trinitybiblecollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,93,93,unknown,Unknown
https://nltu.edu.ua,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,83,83,ua,Unknown
http://miat.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uniboyaca.edu.co,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,co,South America
http://gzy.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://mastc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://hu.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,82,82,pk,Unknown
http://baylorhealth.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://ksa.edu.pl,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pl,Europe
https://aust.edu.ng,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,82,82,ng,Africa
http://tsus.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://kenrick.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,84,84,unknown,Unknown
https://civicsandcitizenship.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,83,83,au,Oceania
http://untrm.edu.pe,Non-Compliant - No Consent Mechanism,No Granular Options Found,85,85,pe,Unknown
http://bj.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://genesiscareer.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,83,83,unknown,Unknown
https://sp35lodz.edu.pl,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,84,84,pl,Europe
http://maconstate.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://davidsonccc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://nima.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://pacific-college.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,102,102,unknown,Unknown
http://yu.edu.kz,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,kz,Unknown
http://xzyz.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,99,99,cn,Asia
http://unisinucartagena.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,101,101,co,South America
https://ean.edu.co,Non-Compliant - No Consent Mechanism,No Granular Options Found,96,96,co,South America
http://expression.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://eca.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,101,101,au,Oceania
http://zufedfc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://jzxy.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://nai.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://dgpt.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://stbu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://fjtu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://lmsmalaysia.edu.my,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,my,Asia
http://twcnet.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://kics.edu.pk,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,100,100,pk,Unknown
https://hci.edu.sg,Non-Compliant - No Consent Mechanism,No Granular Options Found,110,110,sg,Unknown
https://ufm.edu.gt,Non-Compliant - No Consent Mechanism,No Granular Options Found,105,105,gt,Unknown
http://fst.edu,Compliant,Granular Consent Evaluated,125,131,unknown,Unknown
https://santafeuniversity.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,117,117,unknown,Unknown
https://ptstulsa.edu,Compliant,Granular Consent Evaluated,127,129,unknown,Unknown
https://simad.edu.so,Non-Compliant - No Consent Mechanism,No Granular Options Found,134,134,so,Unknown
http://prairie.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://gutech.edu.om,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,136,136,om,Unknown
http://pucesa.edu.ec,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ec,Unknown
http://tas.edu.tw,Compliant,Granular Consent Evaluated,153,155,tw,Unknown
https://cewa.edu.au,Compliant,Granular Consent Evaluated,153,151,au,Oceania
http://ntu.edu.iq,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,iq,Unknown
http://vit.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,152,152,unknown,Unknown
https://toros.edu.tr,Compliant,No Granular Options Found,150,154,tr,Unknown
https://tis.edu.in,Compliant,No Granular Options Found,153,157,in,Asia
http://vnskills.edu.vn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,157,157,vn,Unknown
http://nkmu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tw,Unknown
https://bpkihs.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,156,156,unknown,Unknown
https://nwcollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,158,158,unknown,Unknown
http://univnorthco.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://ubt.edu.al,Non-Compliant - No Consent Mechanism,No Granular Options Found,155,155,al,Unknown
http://gxmzu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://bodwell.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,177,177,unknown,Unknown
http://cqie.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://ldi.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,161,161,vn,Unknown
http://satac.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
https://uaa.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,170,170,unknown,Unknown
https://atn.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,171,171,au,Oceania
https://anu.edu.in,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,169,169,in,Asia
https://imsu.edu.ng,Non-Compliant - No Consent Mechanism,No Granular Options Found,168,168,ng,Africa
https://acm.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,170,170,unknown,Unknown
http://montgomerybell.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://ndu.edu.ng,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,175,175,ng,Africa
http://wcea.education,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,185,185,unknown,Unknown
https://knu.edu.ua,Non-Compliant - No Consent Mechanism,No Granular Options Found,186,186,ua,Unknown
http://globeuniversity.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://washburntech.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://uem.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,180,180,in,Asia
https://hnp.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,180,180,cn,Asia
http://jsie.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://libertadores.edu.co,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,co,South America
https://esa.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,188,188,au,Oceania
http://lztc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://robinson.edu.pl,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pl,Europe
http://hieu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://xfu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://scst.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://shawuniversity.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://moe.edu.my,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,my,Asia
https://stots.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,181,181,unknown,Unknown
http://aauj.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://haiduong.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://utscollege.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
https://azpreschooleducation.edu.my,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,218,218,my,Asia
https://kingsborough.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,214,214,unknown,Unknown
https://ketoanleanh.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,217,217,vn,Unknown
https://wyomingcatholic.edu,Compliant,No Granular Options Found,222,223,unknown,Unknown
http://avedaarts.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://thestudio.education,Non-Compliant - No Consent Mechanism,No Granular Options Found,255,255,unknown,Unknown
http://twc.edu.hk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,hk,Unknown
https://thpt-vinhloc-thanhhoa.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,265,265,vn,Unknown
http://ort.edu.ar,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ar,South America
http://vips.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://mnau.edu.ua,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,264,264,ua,Unknown
http://mohe.edu.kw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,kw,Unknown
http://sports.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://uninter.edu.mx,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,277,277,mx,North America
http://monterey.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uisek.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ec,Unknown
http://bethanycbse.edu.in,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,280,280,in,Asia
https://bethanycollegeofeducation.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,286,286,in,Asia
https://thptlichhoithuong.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,294,294,vn,Unknown
http://fjsmu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://sdmu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,289,289,cn,Asia
https://sfts.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,326,326,unknown,Unknown
http://mbbc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://nlc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,303,303,unknown,Unknown
http://snau.edu.ua,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ua,Unknown
http://apollo.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://senati.edu.pe,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pe,Unknown
http://santpol.edu.es,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,314,314,es,Europe
http://tour.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,312,312,vn,Unknown
http://bcsa.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://fkcc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://phenikaa-uni.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://divteconline.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,320,320,au,Oceania
http://tlc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://cun.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America
http://troyst.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://gdyzy.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://ridley.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,347,347,au,Oceania
http://thainguyen.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://mpu.edu.mo,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,mo,Unknown
https://perpetualdalta.edu.ph,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,342,342,ph,Unknown
https://lutherrice.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,358,358,unknown,Unknown
http://lvduvs.edu.ua,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ua,Unknown
https://antybiotyki.edu.pl,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,346,346,pl,Europe
https://uoz.edu.krd,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,356,356,unknown,Unknown
https://avantisac.edu.pe,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://lcu.edu.ng,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,352,352,ng,Africa
https://chsu.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,357,357,unknown,Unknown
http://manuu.edu.in,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,in,Asia
http://prime.edu.pk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,352,352,pk,Unknown
https://infopeg.edu.pe,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,368,368,pe,Unknown
https://stu.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,374,374,vn,Unknown
https://batstate-u.edu.ph,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,366,366,ph,Unknown
https://blackrivertech.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,369,369,unknown,Unknown
http://bbgu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://brcn.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,400,400,unknown,Unknown
https://chat.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,387,387,pl,Europe
https://sacn.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,387,387,unknown,Unknown
http://yymc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://ojc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://econtinua.education,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,386,386,unknown,Unknown
https://ichm.edu.au,Compliant,No Granular Options Found,402,403,au,Oceania
http://zit.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://meridian.edu,Compliant,Granular Consent Evaluated,393,402,unknown,Unknown
https://kemu.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,394,394,pk,Unknown
https://ucdc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,399,399,unknown,Unknown
https://fulafia.edu.ng,Compliant,Granular Consent Evaluated,396,395,ng,Africa
https://brite.edu,Compliant,Granular Consent Evaluated,400,399,unknown,Unknown
https://clearwater.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,396,396,unknown,Unknown
https://iuokada.edu.ng,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,396,396,ng,Africa
https://iyrs.edu,Compliant,Granular Consent Evaluated,421,423,unknown,Unknown
https://colegioantares.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,412,412,co,South America
https://uamd.edu.al,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,404,404,al,Unknown
https://motlow.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,423,423,unknown,Unknown
https://przedszkolepuchatek.edu.pl,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,412,412,pl,Europe
https://yosemite.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,412,412,unknown,Unknown
https://yenepoya.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,446,446,in,Asia
https://ulvr.edu.ec,Compliant,Granular Consent Evaluated,431,430,ec,Unknown
https://kaplanprofessional.edu.au,Compliant,Granular Consent Evaluated,448,453,au,Oceania
http://rim.edu.bt,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,bt,Unknown
https://bmats.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,440,440,unknown,Unknown
https://emperors.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,10,10,unknown,Unknown
http://tambcd.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://avc.edu.lr,Non-Compliant - No Consent Mechanism,No Granular Options Found,6,6,lr,Unknown
https://ifap.edu.br,Compliant,No Granular Options Found,6,5,br,South America
http://asust.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sae.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pl,Europe
https://unifranz.edu.bo,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,37,37,bo,Unknown
https://tri.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,49,49,au,Oceania
http://ciat.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://tjlivtc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://hgnu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://tekmonk.edu.vn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,88,88,vn,Unknown
https://kust.edu.pk,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,89,89,pk,Unknown
http://hho.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tr,Unknown
http://csdp.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://namdinh.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://ive.edu.hk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,hk,Unknown
http://fis.edu.hk,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,hk,Unknown
https://researchcollege.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,111,111,unknown,Unknown
http://npu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tw,Unknown
http://fatima.edu.ph,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ph,Unknown
http://uaccm.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://upc.edu.ar,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,107,107,ar,South America
https://bluecliffcollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,107,107,unknown,Unknown
https://manhattantech.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,117,117,unknown,Unknown
http://iamu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://whit.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,112,112,cn,Asia
https://unilibrecali.edu.co,Non-Compliant - No Consent Mechanism,No Granular Options Found,111,111,co,South America
http://pvtc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://jift.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://wxic.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://srmc.edu.sg,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,112,112,sg,Unknown
http://uob.edu.pk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pk,Unknown
http://chibs.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tw,Unknown
https://bisebwp.edu.pk,Compliant,No Granular Options Found,121,119,pk,Unknown
http://upnvirtual.edu.mx,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,mx,North America
http://butex.edu.bd,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,120,120,bd,Unknown
https://icls.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,118,118,unknown,Unknown
https://sssihl.edu.in,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,122,122,in,Asia
http://dlsud.edu.ph,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ph,Unknown
https://ukh.edu.krd,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,130,130,unknown,Unknown
http://cecar.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America
http://moet.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://binghamuni.edu.ng,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ng,Africa
https://usc.edu.tt,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,134,134,tt,Unknown
https://guardian.edu.au,Compliant,Granular Consent Evaluated,133,154,au,Oceania
https://proescuela.edu.pe,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,154,154,pe,Unknown
https://turing.edu,Compliant,Granular Consent Evaluated,159,160,unknown,Unknown
http://iep.edu.es,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,190,190,es,Europe
https://mccann.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,169,169,unknown,Unknown
https://uhsp.edu,Compliant,Granular Consent Evaluated,180,176,unknown,Unknown
https://cambridge.edu.co,Compliant,No Granular Options Found,198,200,co,South America
http://uscolo.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://npu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,182,182,unknown,Unknown
https://udg.edu.me,Non-Compliant - No Consent Mechanism,No Granular Options Found,187,187,me,Unknown
http://jaworzno.edu.pl,Non-Compliant - No Consent Mechanism,No Granular Options Found,183,183,pl,Europe
https://gea.edu.vn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,187,187,vn,Unknown
http://lloydlawcollege.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,220,220,in,Asia
https://sau.edu.bd,Non-Compliant - No Consent Mechanism,No Granular Options Found,219,219,bd,Unknown
http://unimep.edu.br,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,br,South America
https://lacm.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,241,241,unknown,Unknown
http://omsk.edu.ru,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ru,Unknown
https://gardenschool.edu.my,Compliant,Granular Consent Evaluated,228,226,my,Asia
http://gznet.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://collegeforadultlearning.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,227,227,au,Oceania
http://sandipuniversity.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,in,Asia
https://uda.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,230,230,ar,South America
https://tcatnashville.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,243,243,unknown,Unknown
http://quantumuniversity.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,252,252,in,Asia
https://healthandstyle.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,249,249,unknown,Unknown
http://mitid.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,in,Asia
https://cjc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,242,242,unknown,Unknown
http://gnauniversity.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,in,Asia
http://huas.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
https://unigib.edu.gi,Non-Compliant - No Consent Mechanism,No Granular Options Found,242,242,gi,Unknown
http://unae.edu.py,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,245,245,py,Unknown
https://ub.edu.sa,Non-Compliant - No Consent Mechanism,No Granular Options Found,249,249,sa,Asia
http://unisim.edu.sg,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,sg,Unknown
http://acupuncture.edu,Compliant,Granular Consent Evaluated,249,248,unknown,Unknown
https://dhktyduocdn.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,250,250,vn,Unknown
http://cfk.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://ucine.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,250,250,ar,South America
https://macuniversity.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,251,251,unknown,Unknown
https://swtxc.edu,Compliant,No Granular Options Found,260,262,unknown,Unknown
https://ucse.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,256,256,ar,South America
https://fhtc.edu,Compliant,Granular Consent Evaluated,268,270,unknown,Unknown
https://sochi.edu,Compliant,Granular Consent Evaluated,265,296,unknown,Unknown
https://dcad.edu,Compliant,Granular Consent Evaluated,294,296,unknown,Unknown
http://zzut.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia
http://prismcareerinstitute.edu,Compliant,Granular Consent Evaluated,329,344,unknown,Unknown
http://unincol.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America
http://mccb.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uamerica.edu.co,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,co,South America
