Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After
https://sunway.edu.my,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,349,349
https://gw.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,345,345
https://hnu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,353,353
https://pstcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,355,355
https://lifewest.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,359,359
https://tbr.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,356,356
https://sjvc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,352,352
http://mcg.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://sma.edu.sc,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,352,352
https://tlu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,356,356
https://nyp.edu.sg,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,360,360
http://okan.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sxdtdx.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://thapar.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,381,379
https://msun.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,377,377
https://ocean.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,373,373
https://cvtc.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,397,404
http://nchu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://trnty.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,384,384
https://edcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,383,383
http://ksu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hncj.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ape.edu.rs,Non-Compliant - No Consent Mechanism,No Granular Options Found,385,385
https://langston.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,395,395
https://piercecollege.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,391,391
http://aud.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://usj.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,396,396
https://cfbisd.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,410,410
https://kellogg.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,401,401
https://punahou.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,405,405
https://bu.edu.eg,Non-Compliant - No Consent Mechanism,No Granular Options Found,403,403
http://suse.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://syucu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,402,402
https://lbc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,444,444
https://sea.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,421,421
https://wallace.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,436,436
http://xznu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://xiyou.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://eduvision.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,425,430
https://mpc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,429,429
http://espe.edu.ec,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://nsmc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://jlart.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://butlercc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fjtcm.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://jit.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://rmcad.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,425,425
http://ibu.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://untdallas.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,433,436
https://westcoastuniversity.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,505,505
https://disl.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,463,463
https://anits.edu.in,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,462,462
https://limestone.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,464,464
https://javerianacali.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,477,477
https://shiep.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,472,472
http://usc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://eurasia.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://newschoolarch.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://bryan.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,482,482
https://hcc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,487,487
https://gmc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,479,479
http://ceibal.edu.uy,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,22,22
http://chinaedu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://wilberforce.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,19,19
http://provo.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ynni.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://imun.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://cornish.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,482,487
https://concorde.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,537,537
https://converse.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,69,69
https://pucmm.edu.do,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,508,508
https://marybaldwin.edu,Compliant,Granular Consent Evaluated,86,91
http://susla.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://wfubmc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,83,83
http://nknu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://nutn.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://uta.edu.ec,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,86,86
https://vulcan.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,88,88
http://qtech.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://lakelandcc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,515,515
https://ats.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,132,132
https://myfuture.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,514,514
http://gduf.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://montreat.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,516,516
https://gouni.edu.ng,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,514,514
http://asa.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hainanu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://avemaria.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,538,538
https://cheyney.edu,Compliant,Granular Consent Evaluated,145,147
https://rockford.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,549,549
https://yale-nus.edu.sg,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,168,168
http://ahtcm.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://daltonstate.edu,Compliant,No Granular Options Found,167,168
https://mtmercy.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,556,556
https://fsw.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,548,548
http://dean.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://uns.edu.pe,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ug.edu.ge,Compliant,No Granular Options Found,213,217
https://cymcaps.edu.hk,Non-Compliant - No Consent Mechanism,No Granular Options Found,549,549
http://iicm.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://lyun.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://rmit.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://cic.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,580,580
https://denverseminary.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,585,585
http://dali.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://abu.edu.ng,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://vwu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,588,588
http://sdccd.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://xjart.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,232,232
https://elms.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,601,597
http://ayit.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://xaiu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://mdis.edu.sg,Non-Compliant - No Consent Mechanism,No Granular Options Found,599,599
http://actx.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://wlac.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,598,598
https://stritch.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,246,246
https://chabotcollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,604,604
https://ncver.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,259,259
http://oldwestbury.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://unab.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,629,629
https://nfu.edu.tw,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,622,622
https://hocking.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,638,638
http://usergioarboleda.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://shutcm.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://jyu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://me.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://acara.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,280,280
https://qau.edu.pk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,623,623
https://laspositascollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,290,290
http://mnscu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://nasm.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://lautech.edu.ng,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,296,296
https://moore.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,638,637
http://law.edu.ru,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://westerntc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,642,642
https://lattc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,319,319
https://tamut.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,633,633
https://anzca.edu.au,Compliant,No Granular Options Found,329,333
http://hcmussh.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,634,634
http://xjufe.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ct.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,342,342
https://fortis.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,683,684
https://collegeofthedesert.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,656,656
https://averett.edu,Compliant,Granular Consent Evaluated,422,425
https://uvawise.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,401,401
https://uobabylon.edu.iq,Non-Compliant - No Consent Mechanism,No Granular Options Found,656,656
http://unet.edu.ve,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hueuni.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://notredamecollege.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,398,398
https://cbu.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,663,663
https://tjhsst.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,410,410
https://uafs.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,686,688
https://nwc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,677,677
http://unwsp.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,685,685
http://gxtc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://glmc.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,674,674
https://jccmi.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,676,676
http://jaduniv.edu.in,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://aksaray.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://ballarat.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,418,418
https://tacomacc.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,697,697
https://cim.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,424,424
https://marianuniversity.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,692,693
https://kilgore.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,425,425
https://fontys.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,691,693
https://vtt.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,424,424
https://castleton.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,698,699
https://ozarks.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,703,703
https://iu.edu.sa,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,695,695
https://umfk.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,699,695
http://go8.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,693,693
https://lmc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,726,725
http://sus.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://sunyopt.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,451,451
https://ejust.edu.eg,Non-Compliant - No Consent Mechanism,No Granular Options Found,732,732
https://anzela.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,453,453
http://vtc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,452,452
https://mbts.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,467,467
https://pmi.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,458,458
https://wlc.edu,Compliant,No Granular Options Found,468,472
https://mccd.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,726,726
https://evergreenbeauty.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,745,744
https://menlo.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,732,732
https://xu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,740,740
https://saintjoe.edu,Compliant,Granular Consent Evaluated,489,498
http://taru.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://laroche.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,508,508
https://osuokc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,755,761
http://pnca.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://gtu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,488,488
http://qau.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ccd.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,492,492
https://paloaltou.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,494,494
https://centenaryuniversity.edu,Compliant,Granular Consent Evaluated,495,491
https://ite.edu.sg,Non-Compliant - No Consent Mechanism,No Granular Options Found,759,759
https://fatla.education,Non-Compliant - No Consent Mechanism,No Granular Options Found,751,751
http://chu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://tnc.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://nyse.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject,Error in Granular Consent Evaluation,491,491
http://njtc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://uph.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,497,497
https://ndus.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,755,755
https://qimrberghofer.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,752,752
http://univasf.edu.br,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://sdcity.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,758,758
http://xzit.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://warnerpacific.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,756,759
https://cincinnatistate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,518,518
https://lp.edu.ua,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,509,509
http://shou.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://highlands.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,774,773
https://shawu.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,525,525
http://jsnu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://aiti.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,772,772
https://nou.edu.ng,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,772,772
https://normandale.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,526,526
https://blc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,795,795
http://besti.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://chuanmen.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,520,520
http://umt.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ungs.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://mlc.edu.tw,Non-Compliant - No Consent Mechanism,No Granular Options Found,776,776
https://dukekunshan.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,541,541
https://ifpr.edu.br,Compliant,No Granular Options Found,535,537
https://atu.edu.iq,Compliant,Granular Consent Evaluated,538,538
https://wvc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,790,790
https://cos.edu,Compliant,Granular Consent Evaluated,553,552
https://phc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,794,794
https://neura.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,560,560
https://lsi.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,554,554
https://iconcollective.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,810,812
https://forsythtech.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,814,814
https://mehmetakif.edu.tr,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,574,574
http://hmtu.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,584,584
http://tynu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://gliet.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,576,576
http://hartnell.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,580,580
https://sunyorange.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,584,584
https://waynesburg.edu,Compliant,Granular Consent Evaluated,589,594
https://unah.edu.hn,Non-Compliant - No Consent Mechanism,No Granular Options Found,589,589
http://hepec.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://upcea.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,810,810
http://apu.edu.my,Non-Compliant - No Consent Mechanism,No Granular Options Found,818,818
http://runet.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://thnu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://xjmu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://opsu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,813,813
https://ensubate.edu.co,Non-Compliant - No Consent Mechanism,No Granular Options Found,597,597
http://xxu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://asnc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://nu.edu.pk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://sunyit.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://nttu.edu.tw,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,594,594
http://dlnu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://smwc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,820,821
https://soippo.edu.ua,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,816,816
https://ces.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,822,822
https://aucmed.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,828,828
https://intec.edu.do,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,618,618
https://gedik.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,625,625
http://unievangelica.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,638,638
https://adhe.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,4,4
http://argosy.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://umc.edu.dz,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,4,4
https://bxscience.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,9,9
https://suss.edu.sg,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,844,844
https://dwu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,847,847
https://utb.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,839,839
https://hagerstowncc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,74,74
https://marianopolis.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,77,77
http://cet.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://htu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://pgimer.edu.in,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://htu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,846,846
https://tafesa.edu.au,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,864,868
https://vnuhcm.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,111,111
https://nctc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,866,866
https://kafkas.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,859,859
http://mju.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://southeast.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,870,873
https://starkstate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,875,877
http://ada.edu.az,Non-Compliant - No Consent Mechanism,No Granular Options Found,884,885
https://uat.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,901,901
http://ks.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://yau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://bostonenglish.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://kmu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://brevard.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,889,889
https://nebo.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,885,885
https://tdmuflc.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,137,137
http://jzmu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://usth.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,136,136
https://lasalle.edu.sg,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,891,891
https://hiu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,886,886
https://snes.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,144,144
https://kcai.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,904,904
http://sdjtu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://guet.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,149,149
https://columbiabasin.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,159,159
https://sdmiramar.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,895,895
https://pittcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,156,156
https://waubonsee.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,162,162
https://schreiner.edu,Compliant,Granular Consent Evaluated,197,199
http://gdhed.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://aun.edu.eg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ndmctsgh.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://brescia.edu,Compliant,No Granular Options Found,177,183
https://eskisehir.edu.tr,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,183,183
https://trident.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,918,918
http://heec.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://yccd.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,212,212
https://isikun.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,212,212
http://lsue.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,211,211
https://halic.edu.tr,Compliant,No Granular Options Found,212,214
